"","id","hb","cancer_site_icd10code","cancer_site","sex","sex_qf","year","incidences_age_under5","incidences_age5to9","incidences_age10to14","incidences_age15to19","incidences_age20to24","incidences_age25to29","incidences_age30to34","incidences_age35to39","incidences_age40to44","incidences_age45to49","incidences_age50to54","incidences_age55to59","incidences_age60to64","incidences_age65to69","incidences_age70to74","incidences_age75to79","incidences_age80to84","incidences_age85and_over","incidences_all_ages","incidence_rate_age_under5","incidence_rate_age5to9","incidence_rate_age10to14","incidence_rate_age15to19","incidence_rate_age20to24","incidence_rate_age25to29","incidence_rate_age30to34","incidence_rate_age35to39","incidence_rate_age40to44","incidence_rate_age45to49","incidence_rate_age50to54","incidence_rate_age55to59","incidence_rate_age60to64","incidence_rate_age65to69","incidence_rate_age70to74","incidence_rate_age75to79","incidence_rate_age80to84","incidence_rate_age85and_over","crude_rate","crude_rate_lower95pc_confidence_interval","crude_rate_upper95pc_confidence_interval","easr","easr_lower95pc_confidence_interval","easr_lower95pc_confidence_interval_qf","easr_upper95pc_confidence_interval","easr_upper95pc_confidence_interval_qf","wasr","wasr_lower95pc_confidence_interval","wasr_lower95pc_confidence_interval_qf","wasr_upper95pc_confidence_interval","wasr_upper95pc_confidence_interval_qf","standardised_incidence_ratio","sir_lower95pc_confidence_interval","sir_upper95pc_confidence_interval"
"442",442,"S08000029","C18-C20","Colorectal cancer","All","d","2015-2019",0,0,0,0,1,3,7,13,15,33,69,90,139,181,249,209,189,154,1352,0,0,0,0,0.83011663138671,2.74060201891015,6.63148820068778,12.0365912373616,13.4430284454482,24.9007741877066,49.438620877428,68.246963010146,119.253933663927,158.844385158142,254.395733507698,301.691783590277,385.911179173047,356.911096690461,72.8730973222371,69.0399713112961,76.8636580034203,72.4518455279958,"68.5848433697404"," ","76.423404935871"," ",30.58229164966,"28.7925466487662"," ","32.4252391793004"," ",95.5580732732012,90.5317171873712,100.790872536384
"443",443,"S08000029","C18-C20","Colorectal cancer","Male"," ","2015-2019",0,0,0,0,1,2,3,6,6,20,41,55,80,110,132,112,104,62,734,0,0,0,0,1.67582785896233,3.74721301032357,5.93718458706881,11.528706479133,11.037527593819,31.0313261237219,60.7146559256023,85.3043815432338,141.475232992024,201.44675396026,283.480800618504,355.691056910569,498.920604461502,408.836135839103,81.5605398107662,75.7660979277602,87.6805887206839,84.9993494175568,"78.8677061718204"," ","91.3572694470112"," ",35.9215582360445,"33.1475590212571"," ","38.8054398349684"," ",95.5037977283111,88.7187616455802,102.670105289986
"444",444,"S08000029","C18-C20","Colorectal cancer","Female"," ","2015-2019",0,0,0,0,0,1,4,7,9,13,28,35,59,71,117,97,85,92,618,0,0,0,0,0,1.78278542394637,7.26902667732791,12.5089349535382,15.7282164202579,19.0965846492839,38.8683750242927,51.9295538509473,98.3153088600423,119.643428879565,228.003507746273,256.695247168413,302.168503377177,328.771039559733,64.6893498092292,59.6890123090904,69.9967519360544,59.9043416384349,"55.259839393862"," ","64.7335812383737"," ",25.2430250632755,"23.0152628790791"," ","27.5722273134538"," ",95.6226166612675,88.2312089973661,103.467921654087
"445",445,"S08000029","C18","Colon","All","d","2015-2019",0,0,0,0,1,2,4,10,9,17,47,49,99,134,181,146,146,122,967,0,0,0,0,0.83011663138671,1.82706801260677,3.78942182896445,9.25891633643198,8.06581706726891,12.8276715512428,33.6755823367988,37.1566798610795,84.9362549117178,117.597500614315,184.92219985901,210.751198106126,298.111281265952,282.747751923612,52.1215126557716,48.8877338702028,55.5129859059232,51.8105455957928,"48.5448960732277"," ","55.1809928400101"," ",21.2502837642663,"19.7807495623699"," ","22.7717245822667"," ",98.027614728479,91.9456803264128,104.406133236249
"446",1556,"GR0800001","C03-C06","Mouth (IARC definition)","Male"," ","2015-2019",0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7.85237534354142,24.0288346015218,19.698611247907,13.4879956838414,0,0,3.89265178561498,1.56504790826681,8.02035042858229,3.31717881344519," ","z"," ","z",1.56381223358387," ","z"," ","z",61.3341704307413,24.6595175794144,126.371832671701
"447",446,"S08000029","C18","Colon","Male"," ","2015-2019",0,0,0,0,1,2,1,6,3,10,25,31,54,79,86,73,79,51,501,0,0,0,0,1.67582785896233,3.74721301032357,1.97906152902294,11.528706479133,5.51876379690949,15.5156630618609,37.0211316619526,48.0806514152772,95.4957822696164,144.675396026005,184.692036766601,231.834349593496,378.987766850564,336.300692383778,55.6700687264222,50.9014178940271,60.7651619847726,58.5580201203301,"53.4574134707294"," ","63.8877123577766"," ",24.0293773002707,"21.7832589084453"," ","26.3841249927967"," ",99.3677196966615,90.8559651742572,108.462154287934
"448",447,"S08000029","C18","Colon","Female"," ","2015-2019",0,0,0,0,0,0,3,4,6,7,22,18,45,55,95,73,67,71,466,0,0,0,0,0,0,5.45177000799593,7.14796283059328,10.4854776135053,10.2827763496144,30.5394375190871,26.7066276947729,74.9862525203713,92.6815294137472,185.131053298256,193.183021064888,238.179879132599,253.725476181968,48.7787006652117,44.4498696003744,53.4152138184915,45.0630710712554,"41.0525028974706"," ","49.2578730390726"," ",18.4711902282619,"16.6089420119824"," ","20.4309646890162"," ",96.6266022255468,88.0515431997959,105.811154213726
"449",448,"S08000029","C19-C20","Rectum and rectosigmoid junction","All","d","2015-2019",0,0,0,0,0,1,3,3,6,16,22,41,40,47,68,63,43,32,385,0,0,0,0,0,0.913534006303385,2.84206637172333,2.7776749009296,5.37721137817928,12.0731026364638,15.7630385406292,31.0902831490665,34.3176787522092,41.246884543827,69.4735336486887,90.9405854841504,87.7998979070955,74.163344766849,20.7515846664654,18.7302436788848,22.9316012019916,20.6412999322031,"18.6077740800973"," ","22.7787594520005"," ",9.33200788539369,"8.3295128776446"," ","10.3906441052691"," ",89.8714386599441,81.1173687662,99.3127042547982
"450",449,"S08000029","C19-C20","Rectum and rectosigmoid junction","Male"," ","2015-2019",0,0,0,0,0,0,2,0,3,10,16,24,26,31,46,39,25,11,233,0,0,0,0,0,0,3.95812305804587,0,5.51876379690949,15.5156630618609,23.6935242636497,37.2237301279566,45.9794507224079,56.7713579342551,98.7887638519028,123.856707317073,119.932837610938,72.5354434553248,25.890471084344,22.6725593586255,29.4370559780294,26.4413292972267,"23.117636638646"," ","29.9850067603541"," ",11.8921809357738,"10.3025873661902"," ","13.5941493191816"," ",88.1347400413802,77.1805240096057,100.207804939325
"451",450,"S08000029","C19-C20","Rectum and rectosigmoid junction","Female"," ","2015-2019",0,0,0,0,0,1,1,3,3,6,6,17,14,16,22,24,18,21,152,0,0,0,0,0,1.78278542394637,1.81725666933198,5.36097212294496,5.24273880675265,8.81380829966948,8.32893750520559,25.2229261561744,23.3290563396711,26.9618994658174,42.8724544480172,63.5122261035249,63.9886242445787,75.0455633777651,15.9106491440175,13.4818230792313,18.6506553567689,14.8412705671795,"12.5680433886225"," ","17.3006755866599"," ",6.77183483501359,"5.58797674108221"," ","8.06774218288279"," ",92.6706246408178,78.524072446103,108.629627001879
"452",463,"S08000029","C32","Larynx","Female"," ","2015-2019",0,0,0,0,0,0,0,1,0,0,1,1,5,1,2,2,1,1,15,0,0,0,0,0,0,0,1.78699070764832,0,0,1.3881562508676,1.4837015385985,8.33180583559681,1.68511871661359,3.89749585891065,5.29268550862708,3.55492356914326,3.57359825608405,1.57012984973857,0.878789757810958,2.58969040927903,1.49266164280342," ","z"," ","z",0.786320492859119," ","z"," ","z",71.7921217878484,40.1815055800529,118.410187085316
"453",451,"S08000029","C53","Cervix uteri","Female"," ","2015-2019",0,0,0,0,0,14,19,15,16,13,7,4,9,5,7,6,4,1,120,0,0,0,0,0,24.9589959352492,34.5278767173075,26.8048606147248,27.9612736360141,19.0965846492839,9.71709375607318,5.93480615439398,14.9972505040743,8.42559358306793,13.6412355061873,15.8780565258812,14.2196942765731,3.57359825608405,12.5610387979086,10.4143494822171,15.0199234163254,13.1000356729041,"10.8495781013947"," ","15.5594303684365"," ",10.59663191154,"8.66051779977607"," ","12.7251445684302"," ",104.708659437677,86.8138846430424,125.205890299603
"454",452,"S08000029","D06","Carcinoma in situ of the cervix uteri","Female"," ","2015-2019",0,0,0,0,63,201,188,92,64,39,22,10,8,0,1,0,0,0,688,0,0,0,0,103.630352178705,358.339870213221,341.644253834412,164.403145103645,111.845094544056,57.2897539478516,30.5394375190871,14.837015385985,13.3308893369549,0,1.94874792945532,0,0,0,72.0166224413426,66.7351488878366,77.6049475819371,77.2722067775562,"71.5868509733523"," ","83.1717138331843"," ",80.161215660613,"74.185332720926"," ","86.3652867774675"," ",95.7894655230191,88.7645661079381,103.222508898837
"455",453,"S08000029","C54","Corpus uteri","Female"," ","2015-2019",0,0,0,0,0,0,0,5,6,12,18,33,56,52,55,40,25,17,319,0,0,0,0,0,0,0,8.9349535382416,10.4854776135053,17.627616599339,24.9868125156168,48.9621507737504,93.3162253586842,87.6261732639064,107.181136120043,105.853710172542,88.8730892285816,60.7511703534289,33.3914281377737,29.827284155438,37.2642303044074,31.2918329130761,"27.9437536146512"," ","34.8266124484214"," ",15.7424248560969,"13.9125060601925"," ","17.6837660004196"," ",110.128127966344,98.3732397669648,122.901000418388
"456",454,"S08000029","C56","Ovary","Female"," ","2015-2019",0,0,0,1,1,3,5,2,9,10,21,16,28,22,27,25,17,10,197,0,0,0,1.96947316592811,1.64492622505881,5.34835627183912,9.08628334665988,3.57398141529664,15.7282164202579,14.6896804994491,29.1512812682196,23.7392246175759,46.6581126793421,37.0726117654989,52.6161940952938,66.1585688578385,60.4337006754355,35.7359825608405,20.6210386932333,17.8418712262695,23.7103987457505,19.6127549388112,"16.9607222636351"," ","22.454609714383"," ",10.9017987805035,"9.24561298850125"," ","12.6924251839823"," ",92.5896121758379,80.1109954695745,106.461010866727
"457",455,"S08000029","C53-C55","Uterus","Female"," ","2015-2019",0,0,0,0,0,14,19,21,23,28,26,38,66,59,64,47,29,20,454,0,0,0,0,0,24.9589959352492,34.5278767173075,37.5268048606147,40.1943308517703,41.1311053984576,36.0920625225575,56.3806584667428,109.979837029878,99.4220042802015,124.719867485141,124.378109452736,103.092783505155,71.471965121681,47.5225967854208,43.2511712378488,52.1017659384273,45.8992877149632,"41.7550069462194"," ","50.2368409962176"," ",27.2522120062721,"24.5041223994447"," ","30.144248517225"," ",108.119465175734,98.4014725368486,118.537610505793
"458",456,"S08000029","C52","Vagina","Female"," ","2015-2019",0,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,0,1,8,0,0,0,0,0,0,0,1.78699070764832,0,1.46896804994491,1.3881562508676,2.96740307719699,1.66636116711936,0,1.94874792945532,0,0,3.57359825608405,0.837402586527239,0.361530999780025,1.65001692811352,0.801303890739637," ","z"," ","z",0.506958857641155," ","z"," ","z",94.8195386553789,40.9363466990495,186.832291199521
"459",457,"S08000029","C51","Vulva","Female"," ","2015-2019",0,0,0,0,0,1,0,3,2,1,7,1,2,4,8,1,7,10,47,0,0,0,0,0,1.78278542394637,0,5.36097212294496,3.49515920450176,1.46896804994491,9.71709375607318,1.4837015385985,3.33272233423872,6.74047486645434,15.5899834356426,2.64634275431354,24.8844649840028,35.7359825608405,4.91974019584753,3.6148400474248,6.54221151121301,4.58919760019557,"3.36569849624196"," ","5.99944871911415"," ",2.28422001925019,"1.57015110355745"," ","3.13002014002242"," ",102.222034552199,75.1089060638648,135.933635623985
"460",458,"S08000029","C00-C14, C30-C32","Head and neck","All","d","2015-2019",2,0,0,0,2,2,0,10,9,28,39,58,62,57,49,48,24,12,402,2.0616856341745,0,0,0,1.66023326277342,1.82706801260677,0,9.25891633643198,8.06581706726891,21.1279296138116,27.9435683220245,43.9813761620941,53.1924020659243,50.0228174254923,50.0618110115551,69.2880651307812,49.0045941807044,27.8112542875684,21.6678884049847,19.6012677380279,23.893127961192,21.5129894391243,"19.4434372896942"," ","23.6857000025694"," ",11.8914616720721,"10.6492208437571"," ","13.2012439030854"," ",86.4696192428255,78.2223964931458,95.3498392971735
"461",459,"S08000029","C00-C14, C30-C32","Head and neck","Male"," ","2015-2019",2,0,0,0,1,2,0,2,6,22,22,45,42,48,32,36,13,7,280,4.01453260804111,0,0,0,1.67582785896233,3.74721301032357,0,3.84290215971101,11.037527593819,34.1344587360941,32.5785958625183,69.7944939899186,74.2744973208128,87.9040380917498,68.7226183317584,114.329268292683,62.3650755576877,46.1589185624794,31.1130124618727,27.5750971841968,34.9789867755748,30.8511365333884,"27.3117096127591"," ","34.6030881983581"," ",16.9456561003558,"14.8426747100939"," ","19.1859362551027"," ",85.8322329961702,76.0720990712952,96.4973914554329
"462",460,"S08000029","C00-C14, C30-C32","Head and neck","Female"," ","2015-2019",0,0,0,0,1,0,0,8,3,6,17,13,20,9,17,12,11,5,122,0,0,0,0,1.64492622505881,0,0,14.2959256611866,5.24273880675265,8.81380829966948,23.5986562647492,19.2881200017804,33.3272233423872,15.1660684495223,33.1287148007405,31.7561130517625,39.1041592605759,17.8679912804203,12.7703894445404,10.6050365956953,15.2478627760595,12.1748423448602,"10.1024843358407"," ","14.4376665601442"," ",6.83726724378847,"5.56276643115989"," ","8.24126168159993"," ",87.9688883119763,73.0528449334003,105.034975117142
"463",461,"S08000029","C32","Larynx","All","d","2015-2019",0,0,0,0,0,0,0,1,0,3,8,10,13,14,10,14,3,5,81,0,0,0,0,0,0,0,0.925891633643198,0,2.26370674433696,5.73201401477427,7.58299589001623,11.153245594468,12.2863060343314,10.2166961248072,20.2090189964779,6.12557427258806,11.5880226198202,4.36591781294468,3.46716894453374,5.42643720517274,4.47475451617926,"3.53915640447729"," ","5.51842273380593"," ",2.16347093838294,"1.69253564661837"," ","2.69133449274617"," ",78.5465332173718,62.3772852215874,97.626168986586
"464",462,"S08000029","C32","Larynx","Male"," ","2015-2019",0,0,0,0,0,0,0,0,0,3,7,9,8,13,8,12,2,4,66,0,0,0,0,0,0,0,0,0,4.65469891855828,10.3659168653467,13.9588987979837,14.1475232992024,23.8073436498489,17.1806545829396,38.109756097561,9.59462700887503,26.3765248928454,7.33378150886999,5.67194608766551,9.33036823833755,7.4568473895551,"5.73935981484218"," ","9.39571524080881"," ",3.54062138390675,"2.69867613172367"," ","4.49513192196578"," ",80.2627497449776,62.0752048381446,102.11389718066
"465",464,"S08000029","C00-C14","Lip, oral cavity and pharynx","All","d","2015-2019",1,0,0,0,2,2,0,9,9,24,27,45,47,41,37,31,17,7,299,1.03084281708725,0,0,0,1.66023326277342,1.82706801260677,0,8.33302470278879,8.06581706726891,18.1096539546957,19.3455472998631,34.123481505073,40.3232725338458,35.9813248148278,37.8017756617865,44.7485420636295,34.7115875446656,16.2232316677482,16.1161657539563,14.3410114668392,18.0503522976696,15.8975874863041,"14.1354015687278"," ","17.7617888305958"," ",9.07894420701833,"7.98968536497433"," ","10.2367984239792"," ",86.6710202198292,77.1244298297252,97.0728691210137
"466",465,"S08000029","C00-C14","Lip, oral cavity and pharynx","Male"," ","2015-2019",1,0,0,0,1,2,0,2,6,18,15,35,33,33,22,21,10,3,202,2.00726630402055,0,0,0,1.67582785896233,3.74721301032357,0,3.84290215971101,11.037527593819,27.9281935113497,22.2126789971716,54.2846064366033,58.35853360921,60.434026188078,47.2468001030839,66.6920731707317,47.9731350443751,19.782393669634,22.4458161332081,19.4570312932693,25.7637908696154,22.0611601585251,"19.1055282628271"," ","25.2262516014062"," ",12.6232473365906,"10.8047261253836"," ","14.5811318723354"," ",86.0445772535107,74.5872648293139,98.7638177497208
"467",466,"S08000029","C00-C14","Lip, oral cavity and pharynx","Female"," ","2015-2019",0,0,0,0,1,0,0,7,3,6,12,10,14,8,15,10,7,4,97,0,0,0,0,1.64492622505881,0,0,12.5089349535382,5.24273880675265,8.81380829966948,16.6578750104112,14.837015385985,23.3290563396711,13.4809497329087,29.2312189418299,26.4634275431354,24.8844649840028,14.2943930243362,10.1535063616428,8.23380966616236,12.38641669492,9.7340148140831,"7.88620628419153"," ","11.7733996613206"," ",5.53464107744603,"4.38380592457254"," ","6.81758702725741"," ",88.0052987220728,71.3663687678105,107.35900116737
"468",467,"S08000029","C03-C06","Mouth (IARC definition)","All","d","2015-2019",0,0,0,0,0,0,0,0,3,3,4,7,11,8,7,10,4,1,58,0,0,0,0,0,0,0,0,2.68860568908964,2.26370674433696,2.86600700738713,5.30809712301136,9.43736165685753,7.02074630533226,7.15168728736501,14.4350135689128,8.16743236345074,2.31760452396403,3.12621275494804,2.37386441293227,4.04135492996715,3.08043522382372,"2.33511560264457"," ","3.92740429582901"," ",1.6022073396183,"1.18729007710385"," ","2.07834403792742"," ",66.7183430642966,50.6620350900502,86.2489298706146
"469",468,"S08000029","C03-C06","Mouth (IARC definition)","Male"," ","2015-2019",0,0,0,0,0,0,0,0,2,3,2,5,6,7,4,8,1,0,38,0,0,0,0,0,0,0,0,3.67917586460633,4.65469891855828,2.96169053295621,7.75494377665762,10.6106424744018,12.8193388883802,8.59032729146981,25.4065040650407,4.79731350443751,0,4.22248026268272,2.98807834314276,5.79568406061032,4.20217246972228,"2.96849980157404"," ","5.64687508252415"," ",2.21717878433346,"1.5287585901429"," ","3.03155887116997"," ",73.962358158404,52.3401666489926,101.519115211084
"470",475,"S08000029","C07-C08","Salivary glands","Female"," ","2015-2019",0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,1,0,7,0,0,0,0,0,0,0,1.78699070764832,0,0,2.7763125017352,0,1.66636116711936,0,3.89749585891065,0,3.55492356914326,0,0.732727263211334,0.294594362346179,1.50969820656653,0.703160776858122," ","z"," ","z",0.408414049254363," ","z"," ","z",71.4141572686235,28.712195081749,147.140458073559
"471",469,"S08000029","C03-C06","Mouth (IARC definition)","Female"," ","2015-2019",0,0,0,0,0,0,0,0,1,0,2,2,5,1,3,2,3,1,20,0,0,0,0,0,0,0,0,1.74757960225088,0,2.7763125017352,2.96740307719699,8.33180583559681,1.68511871661359,5.84624378836597,5.29268550862708,10.6647707074298,3.57359825608405,2.0935064663181,1.27876813739724,3.23325094366632,1.95869797792516,"1.19441156196322"," ","2.90894488958145"," ",0.987235894903132,".568000764102266"," ","1.52044987974106"," ",56.2506751233694,34.3593737168418,86.8746055245605
"472",470,"S08000029","C01-C06","Oral cavity","All","d","2015-2019",1,0,0,0,1,0,0,1,4,17,10,23,28,28,21,22,10,5,171,1.03084281708725,0,0,0,0.83011663138671,0,0,0.925891633643198,3.58480758545285,12.8276715512428,7.16501751846783,17.4408905470373,24.0223751265464,24.5726120686629,21.455061862095,31.7570298516081,20.4185809086269,11.5880226198202,9.21693760510543,7.88722100426776,10.7066505434487,8.98233555611789,"7.68046219461643"," ","10.3846336004554"," ",4.94768267385254,"4.16417793892452"," ","5.7977273310821"," ",95.0247582400713,81.3156496471676,110.38339663801
"473",471,"S08000029","C01-C06","Oral cavity","Male"," ","2015-2019",1,0,0,0,0,0,0,1,2,13,5,17,19,21,12,15,4,1,111,2.00726630402055,0,0,0,0,0,0,1.92145107985551,3.67917586460633,20.1703619804192,7.40422633239053,26.3668088406359,33.6003678356058,38.4580166651406,25.7709818744094,47.6371951219512,19.1892540177501,6.59413122321134,12.3340870830995,10.1465453855714,14.8534224192029,12.0838752851433,"9.93229926149735"," ","14.4432456337642"," ",6.83047869051125,"5.51478503684013"," ","8.28481540352828"," ",97.5240390144438,80.2274283761278,117.444099246974
"474",472,"S08000029","C01-C06","Oral cavity","Female"," ","2015-2019",0,0,0,0,1,0,0,0,2,4,5,6,9,7,9,7,6,4,60,0,0,0,0,1.64492622505881,0,0,0,3.49515920450176,5.87587219977965,6.94078125433799,8.90220923159097,14.9972505040743,11.7958310162951,17.5387313650979,18.5243992801948,21.3295414148596,14.2943930243362,6.28051939895429,4.7926979488878,8.08427341263988,5.88079582709248,"4.48455254106718"," ","7.46337477761136"," ",3.06488665719384,"2.26071113331188"," ","3.98954272655853"," ",90.7235058997743,69.2315926472823,116.779135618805
"475",473,"S08000029","C07-C08","Salivary glands","All","d","2015-2019",0,0,0,0,0,1,0,1,0,0,3,1,1,2,3,1,1,1,15,0,0,0,0,0,0.913534006303385,0,0.925891633643198,0,0,2.14950525554035,0.758299589001623,0.85794196880523,1.75518657633306,3.06500883744215,1.44350135689128,2.04185809086268,2.31760452396403,0.808503298693459,0.452513158810709,1.3335032378663,0.799166030938627," ","z"," ","z",0.455972426736933," ","z"," ","z",74.8895431826266,41.9151088217267,123.518912634918
"476",474,"S08000029","C07-C08","Salivary glands","Male"," ","2015-2019",0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,1,0,1,8,0,0,0,0,0,1.87360650516179,0,0,0,0,1.48084526647811,1.55098875533152,0,3.66266825382291,2.14758182286745,3.17581300813008,0,6.59413122321134,0.888943213196362,0.383782584129975,1.75157250945261,0.895171285019133," ","z"," ","z",0.503530804219503," ","z"," ","z",78.2203266409742,33.7699851285468,154.125226213375
